date,subtheatre,region,productgroup,productlinecode,ordertype,bookingquantity,bookingamt,total_list
2019-04-12,EMEA,DACH&Russia,WIR,35,ZCRN,380,0,0
2019-04-08,EMEA,DACH&Russia,WIR,35,ZDR,10,"27,695.37","92,518.60"
2019-04-05,EMEA,DACH&Russia,WIR,35,ZOR,1562,"9,05,428.43","30,41,475.35"
2019-04-07,EMEA,DACH&Russia,WIR,35,ZRE,-1,"-1,414.50","-3,706.00"
2019-04-02,EMEA,France,WIR,35,SH,15395,"60,01,525.92","2,76,63,296.31"
2019-04-23,EMEA,France,WIR,35,ZCR,-25,"-6,307.36","-27,687.71"
2019-04-24,EMEA,France,WIR,35,ZCRN,51,0,0
2019-04-13,EMEA,France,WIR,35,ZDR,2948,"10,96,069.25","56,67,620.74"
2019-04-03,EMEA,France,WIR,35,ZOR,314,"1,05,713.38","5,71,705.77"
2019-04-14,EMEA,France,WIR,35,ZRE,-6,"-4,735.35","-19,516.66"
2019-04-26,EMEA,NOE,WIR,35,SH,11719,"60,00,124.77","2,07,78,942.10"
2019-04-25,EMEA,NOE,WIR,35,ZCRN,211,-706.54,-839.8
2019-04-03,EMEA,NOE,WIR,35,ZCRP,16,0,0
2019-04-06,EMEA,NOE,WIR,35,ZOR,379,"1,38,413.90","4,52,213.51"
2019-04-05,EMEA,SOE,WIR,35,SH,13682,"45,93,756.95","2,07,79,487.75"
2019-04-06,EMEA,SOE,WIR,35,ZCRN,418,0,0
2019-04-11,EMEA,SOE,WIR,35,ZOR,1530,"5,75,840.81","33,68,383.38"
2019-04-03,EMEA,SOE,WIR,35,ZRE,-4,"-1,972.96","-9,999.96"
2019-04-19,EMEA,UK&I,WIR,35,SH,6586,"35,40,339.85","1,28,92,102.93"
2019-04-05,EMEA,UK&I,WIR,35,ZCR,-36,"-22,076.63","-76,048.64"
2019-04-23,EMEA,UK&I,WIR,35,ZCRN,30,0,0
2019-04-16,EMEA,UK&I,WIR,35,ZCRP,8,0,0
2019-04-17,EMEA,UK&I,WIR,35,ZOR,441,"3,03,061.68","9,19,889.62"
2019-04-09,EMEA,CEEMA,WIR,6H,SH,170,"1,39,506.31","4,51,109.94"
2019-04-13,EMEA,CEEMA,WIR,6H,ZCRN,300,0,0
2019-04-20,EMEA,CEEMA,WIR,6H,ZOR,2,"2,668.32","9,703.00"
2019-04-13,EMEA,CEEMA,WIR,6H,ZRE,-1,"-1,599.67","-5,817.00"
2019-04-15,EMEA,Cross Geo (Philip),WIR,6H,SH,45,"32,516.36","82,348.05"
2019-04-24,EMEA,Cross Geo (Philip),WIR,6H,ZCRN,22,0,0
2019-04-17,EMEA,Cross Geo (Philip),WIR,6H,ZOR,1,"1,730.14","4,948.38"
2019-04-08,EMEA,DACH&Russia,WIR,6H,SH,285,"2,51,286.75","9,28,095.28"
2019-04-20,EMEA,DACH&Russia,WIR,6H,ZCRN,445,0,0
2019-04-01,EMEA,DACH&Russia,WIR,6H,ZOR,1,"1,622.68","7,240.73"
2019-04-20,EMEA,France,WIR,6H,SH,63,"70,235.01","3,08,103.61"
2019-04-02,EMEA,France,WIR,6H,ZCRN,40,0,0
2019-04-14,EMEA,France,WIR,6H,ZOR,1,"2,136.02","6,751.53"
2019-04-18,EMEA,NOE,WIR,6H,SH,72,"1,47,434.36","3,24,505.88"
2019-04-24,EMEA,NOE,WIR,6H,ZCRN,231,0,0
2019-04-24,EMEA,SOE,WIR,6H,SH,51,"79,795.56","1,98,673.46"
2019-04-27,EMEA,SOE,WIR,6H,ZCRN,177,-527.99,-650.54
2019-04-25,EMEA,SOE,WIR,6H,ZOR,49,"33,066.86","2,00,598.58"
2019-04-05,EMEA,SOE,WIR,6H,ZRE,-2,"-1,560.69","-7,734.04"
2019-04-08,EMEA,UK&I,WIR,6H,SH,42,"72,154.64","1,77,938.65"
2019-04-13,EMEA,UK&I,WIR,6H,ZCRN,-1,"-3,534.59","-4,473.59"
2019-04-18,EMEA,UK&I,WIR,6H,ZCRP,5,0,0
2019-04-02,EMEA,CEEMA,WIR,I5,SH,4043,"11,24,390.96","27,16,660.73"
2019-04-11,EMEA,CEEMA,WIR,I5,ZCR,-53,"-16,784.16","-25,430.55"
2019-04-09,EMEA,CEEMA,WIR,I5,ZCRN,17,0,0
2019-04-23,EMEA,CEEMA,WIR,I5,ZDR,53,"8,646.39","25,430.55"
2019-04-18,EMEA,CEEMA,WIR,I5,ZOR,171,"33,432.14","74,145.48"
2019-04-28,EMEA,DACH&Russia,WIR,I5,SH,7355,"15,73,911.72","39,16,522.07"
2019-04-23,EMEA,DACH&Russia,WIR,I5,ZCRN,7,0,0
2019-04-01,EMEA,DACH&Russia,WIR,I5,ZOR,14,"4,495.43","11,476.13"
2019-04-10,EMEA,France,WIR,I5,SH,1821,"4,41,792.27","11,15,188.00"
2019-04-13,EMEA,France,WIR,I5,ZCRN,4,0,0
2019-04-03,EMEA,France,WIR,I5,ZOR,52,"8,584.04","17,392.67"
2019-04-09,EMEA,NOE,WIR,I5,SH,3503,"5,89,530.38","14,61,275.39"
2019-04-14,EMEA,NOE,WIR,I5,ZCMN,3,-26.28,-40.32
2019-04-26,EMEA,NOE,WIR,I5,ZCRN,8,0,0
2019-04-15,EMEA,NOE,WIR,I5,ZOR,10,"6,266.69","12,970.03"
2019-04-04,EMEA,SOE,WIR,I5,SH,5580,"11,27,158.81","27,13,286.64"
2019-04-16,EMEA,SOE,WIR,I5,ZCRN,35,0,0
2019-04-17,EMEA,SOE,WIR,I5,ZOR,4,"4,915.49","8,349.38"
2019-04-03,EMEA,UK&I,WIR,I5,SH,952,"2,93,059.08","7,69,998.86"
2019-04-14,EMEA,UK&I,WIR,I5,ZCMN,1,-3.96,-6.12
2019-04-24,EMEA,UK&I,WIR,I5,ZCRN,4,-58.05,-73.39
2019-04-01,EMEA,CEEMA,WIR,34,SH,1472,"8,53,388.36","33,46,448.51"
2019-04-13,EMEA,CEEMA,WIR,34,ZCMN,21,0,0
2019-04-26,EMEA,CEEMA,WIR,34,ZCR,-16,"-1,458.08","-6,160.00"
2019-04-05,EMEA,CEEMA,WIR,34,ZCRN,926,0,0
2019-04-05,EMEA,CEEMA,WIR,34,ZOR,803,"2,12,309.65","9,34,526.93"
2019-04-28,EMEA,CEEMA,WIR,34,ZRE,16,"1,458.08","6,160.00"
2019-04-08,EMEA,Cross Geo (Philip),WIR,34,SH,146,"64,736.97","2,55,586.02"
2019-04-24,EMEA,Cross Geo (Philip),WIR,34,ZCMN,9,0,0
2019-04-26,EMEA,Cross Geo (Philip),WIR,34,ZCR,-11,"-4,011.21","-13,347.73"
2019-04-09,EMEA,Cross Geo (Philip),WIR,34,ZCRN,127,0,0
2019-04-17,EMEA,Cross Geo (Philip),WIR,34,ZDR,11,"4,011.21","13,347.73"
2019-04-15,EMEA,Cross Geo (Philip),WIR,34,ZOR,553,"1,91,972.47","7,76,501.59"
2019-04-02,EMEA,Cross Geo (Philip),WIR,34,ZRE,-6,"-5,845.09","-24,484.91"
2019-04-04,EMEA,DACH&Russia,WIR,34,SH,2500,"17,27,502.77","60,36,425.23"
2019-04-09,EMEA,DACH&Russia,WIR,34,ZCMN,9,0,0
2019-04-04,EMEA,DACH&Russia,WIR,34,ZCRN,744,"-3,355.41","-4,437.48"
2019-04-27,EMEA,DACH&Russia,WIR,34,ZDR,84,"23,107.18","78,592.27"
2019-04-06,EMEA,DACH&Russia,WIR,34,ZOR,923,"2,60,203.95","13,49,396.64"
2019-04-09,EMEA,DACH&Russia,WIR,34,ZRE,-64,"-7,904.47","-88,488.39"
2019-04-25,EMEA,France,WIR,34,SH,6249,"21,87,006.79","1,34,52,367.43"
2019-04-28,EMEA,France,WIR,34,ZCMN,14,0,0
2019-04-09,EMEA,France,WIR,34,ZCR,-18,"-6,324.03","-17,469.94"
2019-04-06,EMEA,France,WIR,34,ZCRN,1921,0,0
2019-04-28,EMEA,France,WIR,34,ZDR,18,"6,324.03","17,469.94"
2019-04-06,EMEA,France,WIR,34,ZOR,816,"2,06,537.69","13,34,771.03"
2019-04-24,EMEA,France,WIR,34,ZRE,-2,-172.29,-964.16
2019-04-04,EMEA,NOE,WIR,34,SH,2182,"13,59,272.14","59,91,492.85"
2019-04-07,EMEA,NOE,WIR,34,ZCMN,21,0,0
2019-04-09,EMEA,NOE,WIR,34,ZCR,-7,"-7,868.28","-25,258.86"
2019-04-02,EMEA,NOE,WIR,34,ZCRN,351,"-1,459.92","-1,673.91"
2019-04-13,EMEA,NOE,WIR,34,ZCRP,4,0,0
2019-04-24,EMEA,NOE,WIR,34,ZDR,3,"2,088.21","7,632.33"
2019-04-21,EMEA,NOE,WIR,34,ZOR,290,"1,22,273.82","4,87,849.14"
2019-04-12,EMEA,SOE,WIR,34,SH,8494,"13,84,472.26","1,50,72,031.21"
2019-04-13,EMEA,SOE,WIR,34,ZCMN,13,0,0
2019-04-02,EMEA,SOE,WIR,34,ZCR,-14,"-5,895.44","-16,754.99"
2019-04-11,EMEA,SOE,WIR,34,ZCRN,999,0,0
2019-04-28,EMEA,SOE,WIR,34,ZDR,14,"5,895.44","16,754.99"
2019-04-24,EMEA,SOE,WIR,34,ZOR,186,"1,00,395.73","5,34,464.76"
2019-04-02,EMEA,SOE,WIR,34,ZRE,-25,"-18,764.80","-72,099.63"
2019-04-01,EMEA,UK&I,WIR,34,SH,1506,"9,02,764.12","32,89,075.61"
2019-04-19,EMEA,UK&I,WIR,34,ZCGD,16,0,0
2019-04-20,EMEA,UK&I,WIR,34,ZCR,-4,"-1,439.48","-3,598.69"
2019-04-12,EMEA,UK&I,WIR,34,ZCRN,332,0,0
2019-04-07,EMEA,UK&I,WIR,34,ZCRP,15,0,0
2019-04-22,EMEA,UK&I,WIR,34,ZDR,4,"1,439.48","3,598.69"
2019-04-19,EMEA,UK&I,WIR,34,ZOR,90,"62,177.56","1,83,139.19"
2019-04-06,EMEA,CEEMA,WIR,35,SH,13281,"53,45,927.07","2,31,54,161.21"
2019-04-20,EMEA,CEEMA,WIR,35,ZCMN,2,0,0
2019-04-17,EMEA,CEEMA,WIR,35,ZCR,-114,"-42,011.25","-1,48,880.84"
2019-04-15,EMEA,CEEMA,WIR,35,ZCRN,200,-114.16,-988.4
2019-04-24,EMEA,CEEMA,WIR,35,ZDR,116,"41,161.94","1,50,458.44"
2019-04-28,EMEA,CEEMA,WIR,35,ZOR,2558,"8,20,118.12","32,06,520.90"
2019-04-19,EMEA,CEEMA,WIR,35,ZRE,-4,"-2,928.32","-14,958.85"
2019-04-28,EMEA,Cross Geo (Philip),WIR,35,SH,2210,"8,02,797.42","33,95,939.67"
2019-04-03,EMEA,Cross Geo (Philip),WIR,35,ZCMN,80,0,0
2019-04-19,EMEA,Cross Geo (Philip),WIR,35,ZCRN,123,0,0
2019-04-15,EMEA,Cross Geo (Philip),WIR,35,ZOR,505,"2,67,325.72","7,55,693.47"
2019-04-26,EMEA,Cross Geo (Philip),WIR,35,ZRE,-29,"-6,727.77","-6,727.77"
2019-04-06,EMEA,DACH&Russia,WIR,35,SH,23788,"1,17,92,509.46","4,51,79,729.77"
2019-04-20,EMEA,DACH&Russia,WIR,35,ZCMN,29,0,0
2019-04-18,EMEA,DACH&Russia,WIR,35,ZCR,-24,"-48,686.92","-2,12,319.33"
2019-04-25,EMEA,DACH&Russia,WIR,35,ZCRN,213,0,0
2019-04-12,EMEA,DACH&Russia,WIR,35,ZDR,24,"44,576.65","2,12,319.33"
2019-04-24,EMEA,DACH&Russia,WIR,35,ZOR,1282,"6,48,004.97","20,26,118.33"
2019-04-16,EMEA,DACH&Russia,WIR,35,ZRE,2,"2,829.00","7,412.00"
2019-04-04,EMEA,France,WIR,35,SH,12717,"49,25,372.43","2,14,23,971.32"
2019-04-06,EMEA,France,WIR,35,ZCMN,9,0,0
2019-04-18,EMEA,France,WIR,35,ZCR,-2934,"-10,96,224.92","-56,92,495.82"
2019-04-05,EMEA,France,WIR,35,ZCRN,154,0,0
2019-04-13,EMEA,France,WIR,35,ZDR,11,"6,442.02","16,475.32"
2019-04-16,EMEA,France,WIR,35,ZOR,521,"2,13,733.40","9,56,341.68"
2019-04-27,EMEA,France,WIR,35,ZRE,6,"4,735.35","19,516.66"
2019-04-17,EMEA,NOE,WIR,35,SH,12976,"70,91,407.71","2,45,31,937.92"
2019-04-14,EMEA,NOE,WIR,35,ZCMN,10,0,0
2019-04-26,EMEA,NOE,WIR,35,ZCR,-10,"-11,601.55","-37,438.28"
2019-04-03,EMEA,NOE,WIR,35,ZCRN,291,-239.4,-336.01
2019-04-23,EMEA,NOE,WIR,35,ZCRP,8,0,0
2019-04-09,EMEA,NOE,WIR,35,ZDR,2,757.98,"2,804.23"
2019-04-01,EMEA,NOE,WIR,35,ZOR,944,"5,09,016.14","16,26,867.08"
2019-04-06,EMEA,SOE,WIR,35,SH,23668,"66,88,074.11","3,91,57,350.26"
2019-04-21,EMEA,SOE,WIR,35,ZCMN,19,0,0
2019-04-08,EMEA,SOE,WIR,35,ZCR,-4,"-1,972.96","-9,999.96"
2019-04-27,EMEA,SOE,WIR,35,ZCRN,505,0,0
2019-04-06,EMEA,SOE,WIR,35,ZDR,4,"1,972.96","9,999.96"
2019-04-19,EMEA,SOE,WIR,35,ZOR,1520,"6,98,351.60","30,25,891.87"
2019-04-07,EMEA,UK&I,WIR,35,SH,9896,"48,50,612.20","1,94,22,155.03"
2019-04-27,EMEA,UK&I,WIR,35,ZCMN,28,0,0
2019-04-02,EMEA,UK&I,WIR,35,ZCRN,122,0,0
2019-04-17,EMEA,UK&I,WIR,35,ZCRP,4,0,0
2019-04-09,EMEA,UK&I,WIR,35,ZDR,36,"21,745.69","21,745.69"
2019-04-27,EMEA,UK&I,WIR,35,ZOR,403,"1,85,429.18","5,72,868.08"
2019-04-05,EMEA,CEEMA,WIR,6H,SH,39,"54,784.14","1,61,603.36"
2019-04-16,EMEA,CEEMA,WIR,6H,ZCRN,230,"-3,219.84","-10,538.72"
2019-04-02,EMEA,CEEMA,WIR,6H,ZOR,1,"1,177.82","4,283.00"
2019-04-06,EMEA,Cross Geo (Philip),WIR,6H,ZCMN,44,0,0
2019-04-17,EMEA,Cross Geo (Philip),WIR,6H,ZCRN,49,-41.86,-71.98
2019-04-09,EMEA,DACH&Russia,WIR,6H,SH,84,"94,826.30","2,81,302.09"
2019-04-03,EMEA,DACH&Russia,WIR,6H,ZCMN,24,0,0
2019-04-28,EMEA,DACH&Russia,WIR,6H,ZCRN,181,-1.15,-2.61
2019-04-08,EMEA,DACH&Russia,WIR,6H,ZCRP,4,0,0
2019-04-24,EMEA,DACH&Russia,WIR,6H,ZOR,-1,"-1,075.21","-5,759.03"
2019-04-11,EMEA,France,WIR,6H,SH,11,"16,004.82","40,914.90"
2019-04-22,EMEA,France,WIR,6H,ZCMN,8,0,0
2019-04-21,EMEA,France,WIR,6H,ZCRN,62,0,0
2019-04-06,EMEA,NOE,WIR,6H,SH,26,"16,359.04","-13,241.68"
2019-04-12,EMEA,NOE,WIR,6H,ZCMN,26,0,0
2019-04-20,EMEA,NOE,WIR,6H,ZCR,-8,"-11,035.95","-33,655.33"
2019-04-18,EMEA,NOE,WIR,6H,ZCRN,243,-538.72,-756.11
2019-04-05,EMEA,NOE,WIR,6H,ZCRP,26,0,0
2019-04-08,EMEA,NOE,WIR,6H,ZOR,0,0,0
2019-04-25,EMEA,SOE,WIR,6H,SH,35,"50,329.67","1,61,611.61"
2019-04-23,EMEA,SOE,WIR,6H,ZCMN,15,0,0
2019-04-18,EMEA,SOE,WIR,6H,ZCR,-2,"-1,560.69","-7,734.04"
2019-04-15,EMEA,SOE,WIR,6H,ZCRN,1255,-84.44,-112.44
2019-04-22,EMEA,SOE,WIR,6H,ZDR,2,"1,560.69","7,734.04"
2019-04-17,EMEA,SOE,WIR,6H,ZOR,0,0,0
2019-04-15,EMEA,UK&I,WIR,6H,SH,49,"95,024.26","1,67,685.46"
2019-04-15,EMEA,UK&I,WIR,6H,ZCMN,19,0,0
2019-04-17,EMEA,UK&I,WIR,6H,ZCRN,108,0,0
2019-04-12,EMEA,UK&I,WIR,6H,ZCRP,4,0,0
2019-04-09,EMEA,CEEMA,WIR,I5,SH,4263,"9,50,101.74","23,56,967.04"
2019-04-20,EMEA,CEEMA,WIR,I5,ZCRN,10,0,0
2019-04-08,EMEA,CEEMA,WIR,I5,ZOR,423,"1,09,075.68","3,07,697.97"
2019-04-17,EMEA,DACH&Russia,WIR,I5,SH,13084,"24,57,937.39","62,28,757.25"
2019-04-26,EMEA,DACH&Russia,WIR,I5,ZCRN,6,0,0
2019-04-18,EMEA,DACH&Russia,WIR,I5,ZOR,12,"3,051.55","7,845.15"
2019-04-11,EMEA,France,WIR,I5,SH,1788,"3,77,488.78","9,44,769.41"
2019-04-08,EMEA,France,WIR,I5,ZCRN,6,0,0
2019-04-25,EMEA,France,WIR,I5,ZOR,35,"6,365.54","13,412.16"
2019-04-01,EMEA,NOE,WIR,I5,SH,4798,"7,89,518.52","19,53,117.30"
2019-04-08,EMEA,NOE,WIR,I5,ZCRN,9,0,0
2019-04-17,EMEA,NOE,WIR,I5,ZOR,65,"14,269.87","27,081.55"
2019-04-20,EMEA,SOE,WIR,I5,SH,6212,"14,08,817.59","32,49,452.48"
2019-04-24,EMEA,SOE,WIR,I5,ZCRN,66,0,0
2019-04-15,EMEA,SOE,WIR,I5,ZOR,10,"2,044.34","4,187.12"
2019-04-14,EMEA,UK&I,WIR,I5,SH,1669,"4,03,557.74","10,28,234.66"
2019-04-10,EMEA,UK&I,WIR,I5,ZCRN,5,0,0.3
2019-04-14,EMEA,UK&I,WIR,I5,ZCRP,1,0,0
2019-04-08,EMEA,UK&I,WIR,I5,ZOR,2,"2,626.67","5,275.48"
2019-04-25,EMEA,CEEMA,WIR,34,SH,1371,"10,34,384.86","36,87,149.32"
2019-04-06,EMEA,CEEMA,WIR,34,ZCRN,2335,0,0
2019-04-27,EMEA,CEEMA,WIR,34,ZOR,248,"98,035.60","4,06,514.39"
2019-04-18,EMEA,Cross Geo (Philip),WIR,34,SH,223,"2,71,719.93","6,86,379.39"
2019-04-26,EMEA,Cross Geo (Philip),WIR,34,ZCR,-1,"-1,940.40","-8,592.20"
2019-04-27,EMEA,Cross Geo (Philip),WIR,34,ZCRN,135,0,0
2019-04-22,EMEA,Cross Geo (Philip),WIR,34,ZDR,1,"2,074.20","8,726.00"
2019-04-25,EMEA,Cross Geo (Philip),WIR,34,ZOR,928,"4,27,212.90","19,46,650.99"
2019-04-07,EMEA,Cross Geo (Philip),WIR,34,ZRE,-43,"-16,046.52","-81,727.15"
2019-04-10,EMEA,DACH&Russia,WIR,34,SH,2401,"11,59,791.34","48,05,021.50"
2019-04-17,EMEA,DACH&Russia,WIR,34,ZCMN,6,0,0
2019-04-21,EMEA,DACH&Russia,WIR,34,ZCR,-36,"-13,563.16","-39,383.68"
2019-04-14,EMEA,DACH&Russia,WIR,34,ZCRN,312,0,0
2019-04-07,EMEA,DACH&Russia,WIR,34,ZDR,36,"13,224.85","38,326.53"
2019-04-11,EMEA,DACH&Russia,WIR,34,ZOR,763,"4,68,588.22","17,66,706.93"
2019-04-18,EMEA,DACH&Russia,WIR,34,ZRE,-48,"-10,944.57","-57,162.49"
2019-04-03,EMEA,France,WIR,34,SH,2552,"13,11,451.55","69,20,739.93"
2019-04-15,EMEA,France,WIR,34,ZCR,0,"-1,321.07","-4,403.56"
2019-04-23,EMEA,France,WIR,34,ZCRN,479,"-6,927.76","-17,529.63"
2019-04-02,EMEA,France,WIR,34,ZOR,1927,"6,05,843.46","43,71,975.32"
2019-04-07,EMEA,France,WIR,34,ZRE,-6,"-2,466.30","-10,735.47"
2019-04-10,EMEA,NOE,WIR,34,SH,936,"4,18,220.74","21,43,875.45"
2019-04-18,EMEA,NOE,WIR,34,ZCMN,90,"-2,760.04","-4,123.87"
2019-04-27,EMEA,NOE,WIR,34,ZCR,-20,"-2,761.18","-9,688.34"
2019-04-09,EMEA,NOE,WIR,34,ZCRN,174,0,0
2019-04-06,EMEA,NOE,WIR,34,ZDR,20,"2,712.74","9,688.34"
2019-04-01,EMEA,NOE,WIR,34,ZOR,256,"91,085.08","3,98,553.69"
2019-04-02,EMEA,NOE,WIR,34,ZRE,-81,"-14,783.08","-45,616.40"
2019-04-01,EMEA,SOE,WIR,34,SH,3570,"10,49,975.25","78,97,621.00"
2019-04-25,EMEA,SOE,WIR,34,ZCMN,2,0,0
2019-04-16,EMEA,SOE,WIR,34,ZCR,-2,-59.41,-602.1
2019-04-12,EMEA,SOE,WIR,34,ZCRN,318,0,0
2019-04-28,EMEA,SOE,WIR,34,ZDR,1,66.9,223
2019-04-23,EMEA,SOE,WIR,34,ZOR,18,"11,083.52","62,089.86"
2019-04-21,EMEA,SOE,WIR,34,ZRE,14,"4,369.86","24,942.00"
2019-04-02,EMEA,UK&I,WIR,34,SH,911,"6,87,751.91","25,32,343.87"
2019-04-06,EMEA,UK&I,WIR,34,ZCGD,35,0,0
2019-04-09,EMEA,UK&I,WIR,34,ZCMN,1,0,0
2019-04-06,EMEA,UK&I,WIR,34,ZCR,0,-440.36,"-1,467.85"
2019-04-21,EMEA,UK&I,WIR,34,ZCRN,965,-111.17,-113.98
2019-04-08,EMEA,UK&I,WIR,34,ZOR,-1,"-8,002.96","-21,255.11"
2019-04-14,EMEA,UK&I,WIR,34,ZRE,-2,-822.1,"-3,578.49"
2019-04-09,EMEA,CEEMA,WIR,35,SH,15226,"52,54,061.63","2,56,29,219.89"
2019-04-24,EMEA,CEEMA,WIR,35,ZCMN,14,0,0
2019-04-26,EMEA,CEEMA,WIR,35,ZCR,-2,"-1,429.63","-9,552.03"
2019-04-25,EMEA,CEEMA,WIR,35,ZCRN,284,-394.56,-616.8
2019-04-22,EMEA,CEEMA,WIR,35,ZOR,2182,"7,61,660.00","28,25,336.06"
2019-04-16,EMEA,CEEMA,WIR,35,ZRE,-24,"-9,447.80","-36,258.63"
2019-04-08,EMEA,Cross Geo (Philip),WIR,35,SH,1254,"8,51,467.70","20,03,040.40"
2019-04-19,EMEA,Cross Geo (Philip),WIR,35,ZCMN,1,0,0
2019-04-13,EMEA,Cross Geo (Philip),WIR,35,ZCR,-21,"-10,360.47","-15,491.29"
2019-04-05,EMEA,Cross Geo (Philip),WIR,35,ZCRN,14,0,0
2019-04-11,EMEA,Cross Geo (Philip),WIR,35,ZDR,20,"10,108.24","14,828.07"
2019-04-14,EMEA,Cross Geo (Philip),WIR,35,ZOR,205,"95,800.17","2,78,037.09"
2019-04-15,EMEA,Cross Geo (Philip),WIR,35,ZRE,-13,"-9,866.99","-33,244.04"
2019-04-25,EMEA,DACH&Russia,WIR,35,SH,17371,"81,54,033.01","3,06,68,500.54"
2019-04-09,EMEA,DACH&Russia,WIR,35,ZCMN,0,0,0
2019-04-01,EMEA,DACH&Russia,WIR,35,ZCR,0,"-14,823.47","-1,19,922.89"
2019-04-12,EMEA,DACH&Russia,WIR,35,ZCRN,110,-508.63,-620.06
2019-04-03,EMEA,DACH&Russia,WIR,35,ZDR,0,"18,982.87","1,19,922.89"
2019-04-24,EMEA,DACH&Russia,WIR,35,ZOR,926,"3,28,060.94","11,79,983.31"
2019-04-23,EMEA,DACH&Russia,WIR,35,ZRE,-13,"-9,655.50","-29,187.58"
2019-04-25,EMEA,France,WIR,35,SH,8573,"35,19,550.88","1,44,17,085.29"
2019-04-19,EMEA,France,WIR,35,ZCMN,8,0,0
2019-04-11,EMEA,France,WIR,35,ZCR,-17,"-3,211.58","-28,888.76"
2019-04-22,EMEA,France,WIR,35,ZCRN,66,0,0
2019-04-21,EMEA,France,WIR,35,ZCRP,3,0,0
2019-04-15,EMEA,France,WIR,35,ZDR,17,"2,541.32","27,492.31"
2019-04-14,EMEA,France,WIR,35,ZOR,759,"1,99,547.90","9,92,062.44"
2019-04-08,EMEA,France,WIR,35,ZRE,-7,"-2,645.48","-8,798.00"
2019-04-20,EMEA,NOE,WIR,35,SH,9492,"48,00,046.83","1,64,24,161.15"
2019-04-27,EMEA,NOE,WIR,35,ZCMN,21,0,0
2019-04-23,EMEA,NOE,WIR,35,ZCR,-3,"-3,961.35","-13,204.49"
2019-04-25,EMEA,NOE,WIR,35,ZCRN,411,0,0
2019-04-23,EMEA,NOE,WIR,35,ZOR,482,"2,01,540.16","3,80,596.88"
2019-04-05,EMEA,NOE,WIR,35,ZRE,-370,"-1,36,520.84","-3,90,059.53"
2019-04-17,EMEA,SOE,WIR,35,SH,10916,"34,77,164.06","1,71,25,488.19"
2019-04-05,EMEA,SOE,WIR,35,ZCMN,2,0,0
2019-04-02,EMEA,SOE,WIR,35,ZCR,-10,"-3,479.00","-3,479.00"
2019-04-21,EMEA,SOE,WIR,35,ZCRN,460,-347.05,-423.26
2019-04-16,EMEA,SOE,WIR,35,ZDR,10,"3,479.00","3,479.00"
2019-04-25,EMEA,SOE,WIR,35,ZOR,379,"1,45,482.86","5,55,620.93"
2019-04-18,EMEA,UK&I,WIR,35,SH,6276,"26,75,976.01","98,89,773.51"
2019-04-20,EMEA,UK&I,WIR,35,ZCMN,2,0,0
2019-04-20,EMEA,UK&I,WIR,35,ZCRN,992,0,0
2019-04-26,EMEA,UK&I,WIR,35,ZCRP,15,0,0
2019-04-11,EMEA,UK&I,WIR,35,ZOR,988,"4,42,102.36","13,64,346.91"
2019-04-19,EMEA,UK&I,WIR,35,ZRE,-134,"-82,779.41","-2,18,960.45"
2019-04-26,EMEA,CEEMA,WIR,6H,SH,26,"27,149.76","92,430.17"
2019-04-03,EMEA,CEEMA,WIR,6H,ZCMN,1,0,0
2019-04-03,EMEA,CEEMA,WIR,6H,ZCRN,178,"-3,430.76","-9,135.67"
2019-04-25,EMEA,Cross Geo (Philip),WIR,6H,SH,7,"9,611.87","17,096.61"
2019-04-20,EMEA,Cross Geo (Philip),WIR,6H,ZCRN,49,0,0
2019-04-12,EMEA,DACH&Russia,WIR,6H,SH,69,"1,13,548.55","2,20,503.73"
2019-04-07,EMEA,DACH&Russia,WIR,6H,ZCMN,2,0,0
2019-04-08,EMEA,DACH&Russia,WIR,6H,ZCRN,101,0,0
2019-04-02,EMEA,DACH&Russia,WIR,6H,ZOR,0,0,0
2019-04-20,EMEA,France,WIR,6H,SH,12,"23,519.72","42,725.48"
2019-04-03,EMEA,France,WIR,6H,ZCRN,118,-358.5,-931.1
2019-04-12,EMEA,France,WIR,6H,ZOR,0,0,0
2019-04-26,EMEA,NOE,WIR,6H,SH,28,"48,097.78","75,839.27"
2019-04-16,EMEA,NOE,WIR,6H,ZCMN,6,0,0
2019-04-24,EMEA,NOE,WIR,6H,ZCRN,87,0,0
2019-04-26,EMEA,SOE,WIR,6H,SH,6,"13,774.23","20,278.86"
2019-04-13,EMEA,SOE,WIR,6H,ZCRN,121,0,0
2019-04-21,EMEA,UK&I,WIR,6H,SH,27,"33,524.52","71,403.03"
2019-04-06,EMEA,UK&I,WIR,6H,ZCMN,5,0,0
2019-04-19,EMEA,UK&I,WIR,6H,ZCRN,35,0,0
2019-04-12,EMEA,UK&I,WIR,6H,ZCRP,4,0,0
2019-04-13,EMEA,CEEMA,WIR,I5,SH,4126,"9,38,237.08","24,15,164.87"
2019-04-25,EMEA,CEEMA,WIR,I5,ZCRN,20,-13.59,-27.24
2019-04-18,EMEA,CEEMA,WIR,I5,ZOR,632,"84,278.64","2,40,554.11"
2019-04-17,EMEA,DACH&Russia,WIR,I5,SH,8852,"17,80,105.10","44,17,272.97"
2019-04-14,EMEA,DACH&Russia,WIR,I5,ZCRN,1,0,0
2019-04-27,EMEA,DACH&Russia,WIR,I5,ZDR,2,448.8,810
2019-04-23,EMEA,DACH&Russia,WIR,I5,ZOR,613,"23,771.17","51,908.06"
